subject,relation,object,new_topic,old_index
Indonesian Minister,told,Reuters,0,8632
Energy Subroto,told,Reuters,0,8633
OPEC,is at,FIRM,0,8634
Pakistan,has,foreign exchange reserves,2,8636
EXCHANGE,fell,RESERVES,2,8637
EXCHANGE,fell,FALL,2,8638
EXCHANGE,fell,foreign,2,8639
EXCHANGE,fell,exchange,2,8640
BELGOLUX TRADE,MOVES IN,1986,2,8641
Belgo Luxembourg Economic Union,moved into,narrow trade surplus,2,8642
Belgo Luxembourg Economic Union,moved into,trade surplus,2,8643
Belgo Luxembourg Economic Union,moved into,narrow trade surplus of 4,2,8644
Belgo Luxembourg Economic Union,moved into,trade surplus of 4,2,8645
BELGOLUX TRADE,MOVES INTO,SURPLUS,2,8646
BLEU,moved,narrow,2,8647
BLEU,moved,trade,2,8648
TAIWAN EXCHANGE RESERVES HIGH Taiwan 's foreign exchange reserves,hit,high,2,8650
TAIWAN EXCHANGE RESERVES Taiwan 's exchange reserves,hit,new high,2,8651
TAIWAN EXCHANGE RESERVES HIGH Taiwan 's exchange reserves,hit,high,2,8652
TAIWAN FOREIGN EXCHANGE RESERVES NEW Taiwan 's foreign exchange reserves,hit,new high,2,8653
TAIWAN FOREIGN EXCHANGE RESERVES NEW HIGH Taiwan 's foreign exchange reserves,hit,new high,2,8654
TAIWAN FOREIGN EXCHANGE RESERVES HIGH Taiwan 's exchange reserves,hit,new high,2,8655
TAIWAN EXCHANGE RESERVES NEW Taiwan 's exchange reserves,hit,new high,2,8656
TAIWAN EXCHANGE RESERVES NEW HIGH Taiwan 's foreign exchange reserves,hit,high,2,8657
TAIWAN FOREIGN EXCHANGE RESERVES NEW Taiwan 's exchange reserves,hit,high,2,8658
TAIWAN EXCHANGE RESERVES Taiwan 's foreign exchange reserves,hit,high,2,8659
TAIWAN FOREIGN EXCHANGE RESERVES HIGH Taiwan 's foreign exchange reserves,hit,new high,2,8660
TAIWAN FOREIGN EXCHANGE RESERVES Taiwan 's exchange reserves,hit,high,2,8661
TAIWAN FOREIGN EXCHANGE RESERVES Taiwan 's exchange reserves,hit,new high,2,8662
TAIWAN EXCHANGE RESERVES NEW Taiwan 's exchange reserves,hit,high,2,8663
TAIWAN EXCHANGE RESERVES HIGH Taiwan 's exchange reserves,hit,new high,2,8664
TAIWAN FOREIGN EXCHANGE RESERVES NEW Taiwan 's foreign exchange reserves,hit,high,2,8665
TAIWAN FOREIGN EXCHANGE RESERVES NEW Taiwan 's exchange reserves,hit,new high,2,8666
TAIWAN FOREIGN EXCHANGE RESERVES NEW HIGH Taiwan 's exchange reserves,hit,new high,2,8667
TAIWAN EXCHANGE RESERVES HIGH Taiwan 's foreign exchange reserves,hit,new high,2,8668
TAIWAN EXCHANGE RESERVES NEW Taiwan 's foreign exchange reserves,hit,new high,2,8669
TAIWAN EXCHANGE RESERVES NEW HIGH Taiwan 's exchange reserves,hit,high,2,8670
TAIWAN FOREIGN EXCHANGE RESERVES HIGH Taiwan 's exchange reserves,hit,high,2,8671
TAIWAN FOREIGN EXCHANGE RESERVES NEW HIGH Taiwan 's foreign exchange reserves,hit,high,2,8672
TAIWAN EXCHANGE RESERVES NEW HIGH Taiwan 's foreign exchange reserves,hit,new high,2,8673
TAIWAN EXCHANGE RESERVES NEW HIGH Taiwan 's exchange reserves,hit,new high,2,8674
TAIWAN EXCHANGE RESERVES NEW Taiwan 's foreign exchange reserves,hit,high,2,8675
TAIWAN EXCHANGE RESERVES Taiwan 's exchange reserves,hit,high,2,8676
TAIWAN FOREIGN EXCHANGE RESERVES NEW HIGH Taiwan 's exchange reserves,hit,high,2,8677
TAIWAN FOREIGN EXCHANGE RESERVES Taiwan 's foreign exchange reserves,hit,high,2,8678
TAIWAN FOREIGN EXCHANGE RESERVES Taiwan 's foreign exchange reserves,hit,new high,2,8679
TAIWAN EXCHANGE RESERVES Taiwan 's foreign exchange reserves,hit,new high,2,8680
TAIWAN FOREIGN EXCHANGE RESERVES HIGH Taiwan 's foreign exchange reserves,hit,high,2,8681
corporation,invest in,resources projects,6,8682
PAPUA NEW GUINEA,PLANS,RESOURCES INVESTMENT AGENCY,6,8683
public corporation,invest in,resources projects,6,8684
Government,establish,corporation,6,8685
Government,establish,public,6,8686
Government,establish,resources,6,8687
Government,establish,projects,6,8688
BRIGHT outlook,is,relatively bright,2,8690
outlook,is relatively bright,gross product expected,2,8691
outlook,is bright,gross national product expected,2,8692
outlook,is relatively bright,national product expected,2,8693
GERMAN ECONOMIC OUTLOOK SEEN,is bright,product expected,2,8694
GERMAN ECONOMIC OUTLOOK SEEN,is relatively bright,with gross product expected,2,8695
product,expand at_time,year,2,8696
national product,expand at_time,year,2,8697
gross national product,expand at_time,year,2,8698
outlook,is relatively bright,gross national product expected,2,8699
gross national product,expected,expand year,2,8700
outlook,is bright,with gross national product expected,2,8701
gross national product,expected,to expand year,2,8702
outlook,is relatively bright,with national product expected,2,8703
outlook,is relatively bright,with gross national product expected,2,8704
BRIGHT outlook,is bright,gross national product expected,2,8705
national product,expected,to expand by three pct year,2,8706
outlook,is relatively bright,with gross product expected,2,8707
gross product,expected,expand year,2,8708
BRIGHT outlook,is relatively bright,with national product expected,2,8709
gross national product,expected,expand by three pct year,2,8710
GERMAN ECONOMIC OUTLOOK SEEN,is bright,with gross product expected,2,8711
gross national product,expected,to expand by three pct year,2,8712
product,expected,expand by three pct year,2,8713
product,expected,expand year,2,8714
GERMAN ECONOMIC OUTLOOK SEEN,is relatively bright,gross product expected,2,8715
outlook,is relatively bright,product expected,2,8716
outlook,is bright,product expected,2,8717
outlook,is,bright,2,8718
outlook,is bright,gross product expected,2,8719
gross product,expected,expand by three pct year,2,8720
GERMAN ECONOMIC OUTLOOK SEEN,is bright,with national product expected,2,8721
BRIGHT outlook,is,bright,2,8722
BRIGHT outlook,is relatively bright,with product expected,2,8723
GERMAN ECONOMIC OUTLOOK SEEN,is relatively bright,gross national product expected,2,8724
GERMAN ECONOMIC OUTLOOK SEEN,is,bright,2,8725
outlook,is bright,with product expected,2,8726
BRIGHT outlook,is relatively bright,gross product expected,2,8727
GERMAN ECONOMIC OUTLOOK SEEN,is relatively bright,with gross national product expected,2,8728
BRIGHT outlook,is bright,with national product expected,2,8729
BRIGHT outlook,is relatively bright,with gross product expected,2,8730
BRIGHT outlook,is relatively bright,national product expected,2,8731
GERMAN ECONOMIC OUTLOOK SEEN,is,relatively bright,2,8732
BRIGHT outlook,is bright,national product expected,2,8733
outlook,is bright,national product expected,2,8734
BRIGHT outlook,is bright,with gross national product expected,2,8735
gross product,expand at_time,year,2,8736
GERMAN ECONOMIC OUTLOOK SEEN,is relatively bright,with national product expected,2,8737
gross product,expected,to expand year,2,8738
product,expected,to expand year,2,8739
gross product,expected,to expand by three pct year,2,8740
GERMAN ECONOMIC OUTLOOK SEEN,is bright,national product expected,2,8741
outlook,is,relatively bright,2,8742
BRIGHT outlook,is bright,with product expected,2,8743
BRIGHT outlook,is bright,with gross product expected,2,8744
product,expected,to expand by three pct year,2,8745
BRIGHT outlook,is relatively bright,gross national product expected,2,8746
national product,expected,expand by three pct year,2,8747
outlook,is bright,with national product expected,2,8748
BRIGHT outlook,is relatively bright,product expected,2,8749
outlook,is relatively bright,with product expected,2,8750
GERMAN ECONOMIC OUTLOOK SEEN,is relatively bright,product expected,2,8751
GERMAN ECONOMIC OUTLOOK SEEN,is bright,gross national product expected,2,8752
GERMAN ECONOMIC OUTLOOK SEEN,is relatively bright,national product expected,2,8753
BRIGHT outlook,is bright,product expected,2,8754
national product,expected,expand year,2,8755
GERMAN ECONOMIC OUTLOOK SEEN,is bright,with gross national product expected,2,8756
GERMAN ECONOMIC OUTLOOK SEEN,is bright,gross product expected,2,8757
GERMAN ECONOMIC OUTLOOK SEEN,is relatively bright,with product expected,2,8758
outlook,is bright,with gross product expected,2,8759
BRIGHT outlook,is bright,gross product expected,2,8760
BRIGHT outlook,is relatively bright,with gross national product expected,2,8761
Kiel University,has,Institute for World Economy,2,8762
GERMAN ECONOMIC OUTLOOK SEEN,is bright,with product expected,2,8763
national product,expected,to expand year,2,8764
SPOTLIGHT POLISH SANCTIONS Poland,says,U,5,8766
ECONOMIC SPOTLIGHT POLISH SANCTIONS Poland,says,U,5,8767
SPOTLIGHT,is,ECONOMIC,5,8768
SPOTLIGHT,says,POLISH,5,8769
SPOTLIGHT,says,SANCTIONS,5,8770
BELGIAN WHOLESALE PRICES FALL,is IN,JANUARY Belgian wholesale prices,2,8772
ICE UNCHANGED AT SOVIET OIL PORT,are,unchanged at Soviet Baltic oil port of Ventspils with drift ice 15 to 30 cms thick,4,8773
ICE UNCHANGED AT SOVIET OIL PORT,are,unchanged at Soviet Baltic oil port of Ventspils with drift ice,4,8774
ICE UNCHANGED AT SOVIET OIL PORT,are unchanged with,continuous drift ice 15 to 30 cms thick,4,8775
ICE UNCHANGED AT SOVIET OIL PORT,are,unchanged at Soviet Baltic oil port of Ventspils with continuous drift ice,4,8776
ICE UNCHANGED AT SOVIET OIL PORT,are,unchanged,4,8777
ICE UNCHANGED AT SOVIET OIL PORT,are unchanged with,drift ice,4,8778
ICE UNCHANGED AT SOVIET OIL PORT,are,unchanged at Soviet Baltic oil port of Ventspils with continuous drift ice 15 to 30 cms thick,4,8779
ICE UNCHANGED AT SOVIET OIL PORT,are unchanged with,drift ice 15 to 30 cms thick,4,8780
ICE UNCHANGED AT SOVIET OIL PORT,are,unchanged at Soviet Baltic oil port with drift ice,4,8781
ICE UNCHANGED AT SOVIET OIL PORT,are,unchanged at Soviet Baltic oil port with continuous drift ice,4,8782
ICE UNCHANGED AT SOVIET OIL PORT,are,unchanged at Soviet Baltic oil port with continuous drift ice 15 to 30 cms thick,4,8783
ICE UNCHANGED AT SOVIET OIL PORT,are unchanged at,Soviet Baltic oil port of Ventspils,4,8784
ICE UNCHANGED AT SOVIET OIL PORT,are unchanged with,continuous drift ice,4,8785
ICE UNCHANGED AT SOVIET OIL PORT,are,unchanged at Soviet Baltic oil port with drift ice 15 to 30 cms thick,4,8786
ICE UNCHANGED AT SOVIET OIL PORT,are unchanged at,Soviet Baltic oil port,4,8787
EARLY MARCH OPEC OUTPUT SEEN CEILING OPEC crude oil output,is in,first few days of March,0,8788
CRUDE,POSTED,WTI NOW 17,0,8789
CRUDE,POSTED,PRICES ONE DLR,0,8790
CRUDE,POSTED,PRICES,0,8791
CRUDE,POSTED,DLR,0,8792
Shamrock,raised,prices,0,8794
Shamrock,raised,crude,0,8795
Shamrock,raised,grades,0,8796
Shamrock,raised,effective,0,8797
Shamrock,raised,oil,0,8798
POLICIES France,has,wing government,2,8800
FRANCE,FACES,PRESSUE,2,8801
PRESSUE,CHANGE,POLICIES France 's wing government,2,8802
pressure,modify,its policies,2,8803
pressure,modify,its economic policies,2,8804
growing pressure,modify,its policies,2,8805
growing pressure,modify,its economic policies,2,8806
PRESSUE,CHANGE,POLICIES France 's government,2,8807
PRESSUE,CHANGE,POLICIES,2,8808
PRESSUE,CHANGE,right,2,8809
PRESSUE,CHANGE,wing,2,8810
PRESSUE,CHANGE,economic,2,8811
PRESSUE,CHANGE,government,2,8812
trust,has,future net revenues,6,8814
HO RESERVES,STUDY COMPLETED,Houston Oil Trust,6,8815
OFFICIAL RESERVES FALL,fell,45,2,8816
FRENCH OFFICIAL RESERVES FALL,fell,45,2,8817
FRENCH OFFICIAL RESERVES FALL,is IN,JANUARY French official reserves,2,8818
OFFICIAL,is,FRENCH,2,8819
OPEC SAYS FEBRUARY OUTPUT,was below,in February well 15,0,8820
CEILING,was,output,0,8821
CRUDE,POSTED,PRICES,0,8823
CRUDE,POSTED,PRICES,0,8824
REPORT,is at,DUE,5,8825
Egypt,has,biggest port,1,8827
WEATHER,is,BAD,1,8828
Leaks,indicate growth at_time,year,2,8829
DUTCH GROWTH LIKELY,SLOW,JOBLESS RISE,2,8830
renewed rise,is in,unemployment,2,8831
GROWTH LIKELY,SLOW,JOBLESS RISE,2,8832
GROWTH,is,DUTCH,2,8833
CRUDE OIL OUTPUT,produced,40,0,8834
EGYPTIAN 1986 CRUDE OIL OUTPUT,produced,40,0,8835
1986 CRUDE OIL OUTPUT,produced,40,0,8836
EGYPTIAN CRUDE OIL OUTPUT,produced,40,0,8837
40,produced,EGYPTIAN,0,8838
achieving non-inflationary economic growth,is in,world,2,8841
JOHNSON,STRESSES,PRICE STABILITY Federal Reserve Board Vice Chairman Manuel Johnson,2,8842
YEUTTER SAYS BUDGET,CUT KEY TO,U,5,8844
YEUTTER SAYS BUDGET,CUT,KEY,5,8845
YEUTTER SAYS BUDGET,CUT KEY TO,BETTER U,5,8846
KEY,CUT,BETTER,5,8847
KEY,CUT,U,5,8848
Kuwait Oil Minister,is in,remarks published today,0,8850
prices,PLANS,remarks,0,8851
prices,PLANS,today,0,8852
prices,PLANS,recent,0,8853
prices,PLANS,plans,0,8854
INDONESIA SEEN AT CROSSROADS,CHANGE,Indonesia,2,8855
INDONESIA SEEN AT CROSSROADS,CHANGE,U,2,8856
Indonesia,appears,crossroads,2,8857
Indonesia,appears,political,2,8858
Indonesia,appears,measures,2,8859
Indonesia,appears,economy,2,8860
Inc,said,it,6,8862
CONSENSUS,BUILDS FOR,WORLD AGRICULTURAL REFORM Top U,5,8863
CONSENSUS,BUILDS,WORLD,5,8864
SAUDI RIYAL DEPOSIT RATES,REMAIN,FIRM riyal interbank deposits,0,8865
SAUDI RIYAL DEPOSIT RATES,REMAIN,FIRM Saudi riyal interbank deposits,0,8866
CONFIDENCE,is IN,OPEC FIRMS,0,8867
OPEC,has,CONFIDENCE,0,8868
CONFIDENCE,is at,OPEC,0,8869
Gulf oil state,projected,deficit of 5,2,8870
QATAR,UNVEILS,BUDGET,2,8871
Gulf oil state,projected,deficit,2,8872
last year 's decline,is in,world oil prices,2,8873
QATAR,is at,BUDGET,2,8874
kingdom,has,commitment to OPEC accord,0,8875
Federal Energy Regulatory Commission,imposed by,existing natural gas contracts between producers,6,8876
FERC ISSUES,PAY,GAS POLICY PLAN,6,8877
Federal Energy Regulatory Commission,imposed by,existing gas contracts between producers,6,8878
Federal Energy Regulatory Commission,imposed by,existing gas contracts,6,8879
Federal Energy Regulatory Commission,imposed by,gas contracts,6,8880
Federal Energy Regulatory Commission,imposed by,natural gas contracts between producers,6,8881
Federal Energy Regulatory Commission,imposed by,natural gas contracts,6,8882
Federal Energy Regulatory Commission,imposed by,existing natural gas contracts,6,8883
Federal Energy Regulatory Commission,imposed by,gas contracts between producers,6,8884
ISSUES,PAY,PLAN,6,8885
ISSUES,PAY,policy,6,8886
ISSUES,PAY,natural,6,8887
ISSUES,PAY,statement,6,8888
FAVORED TRADE STATUS,encourage,trade with Soviet Union,5,8890
FAVORED TRADE STATUS,encourage,trade,5,8891
TRADE STATUS,encourage,trade with Soviet Union,5,8892
FAVORED TRADE STATUS,encourage,expanded trade with Soviet Union,5,8893
TRADE STATUS,encourage,expanded trade with Soviet Union,5,8894
TRADE STATUS,encourage,trade,5,8895
TRADE STATUS,OPPOSED,Reagan administration,5,8896
TRADE STATUS,encourage,expanded trade,5,8897
FAVORED TRADE STATUS,encourage,expanded trade,5,8898
FAVORED TRADE STATUS,OPPOSED,Reagan administration,5,8899
expanded trade,is with,Soviet Union,5,8900
TRADE,is,FAVORED,5,8901
TRADE,is at,STATUS,5,8902
South Africa,has,state owned energy firm,6,8903
state,owned,energy,6,8904
it,stop Athens from,oil,1,8905
it,has,exclusive right,1,8906
it,stop Athens from,oil in Aegean Sea,1,8907
it,stop Athens from,seeking oil,1,8908
it,stop,Athens,1,8909
IT,CAN DECIDE ON,AEGEAN DRILLING Greece,1,8910
seeking oil,is in,Aegean Sea,1,8911
it,has,right,1,8912
it,stop Athens from,seeking oil in Aegean Sea,1,8913
area,DECIDE,IT,1,8914
area,DECIDE,warning,1,8915
area,DECIDE,exclusive,1,8916
area,DECIDE,oil,1,8917
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's recent announcement,7,8918
BRAZIL DEBT SEEN PARTNER HARD,gave,banking system,7,8919
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's announcement,7,8920
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's recent announcement of suspension in interest payments,7,8921
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's announcement of suspension on 68 billion dlrs,7,8922
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's recent announcement of suspension,7,8923
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's announcement of suspension in interest payments on 68 billion dlrs of foreign debt,7,8924
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's announcement of suspension in interest payments on 68 billion dlrs,7,8925
suspension,is in,interest payments,7,8926
TACTICS Brazil,has,recent announcement of suspension in interest payments on 68 billion dlrs of foreign debt,7,8927
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's announcement of suspension,7,8928
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's announcement of suspension on 68 billion dlrs of debt,7,8929
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's recent announcement of suspension in interest payments on 68 billion dlrs,7,8930
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's recent announcement of suspension in interest payments on 68 billion dlrs of foreign debt,7,8931
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's recent announcement of suspension on 68 billion dlrs,7,8932
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's announcement of suspension in interest payments on 68 billion dlrs of debt,7,8933
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's announcement of suspension on 68 billion dlrs of foreign debt,7,8934
Brazil,continue in,1987,7,8935
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's recent announcement of suspension on 68 billion dlrs of debt,7,8936
Brazil,continue to,its trading muscles,7,8937
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's announcement of suspension in interest payments,7,8938
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's recent announcement of suspension in interest payments on 68 billion dlrs of debt,7,8939
BRAZIL DEBT SEEN PARTNER TO HARD,gave,banking system,7,8940
Brazil,continue to,flex its trading muscles,7,8941
BRAZIL DEBT SEEN PARTNER,SELL,TACTICS Brazil 's recent announcement of suspension on 68 billion dlrs of foreign debt,7,8942
ARGENTINE INFLATION,ROSE,6,2,8944
INFLATION,ROSE,6,2,8945
INFLATION,is,ARGENTINE,2,8946
6,ROSE,ARGENTINE,2,8947
90 pct,is in,1986,2,8950
BAKER FORECASTS REDUCTION,is IN,JAPANESE TRADE SURPLUS,5,8955
YEAR TREASURY 'S BAKER FORECASTS REDUCTION,is IN,JAPANESE TRADE SURPLUS,5,8956
BAKER,SEES,LOWER TRADE SURPLUS U,5,8957
BAKER,SEES,TRADE SURPLUS U,5,8958
BAKER,SEES,JAPANESE TRADE SURPLUS U,5,8959
BAKER,SEES,LOWER JAPANESE TRADE SURPLUS U,5,8960
TRADE,SEES,SURPLUS,5,8961
TRADE,SEES,U,5,8962
circulation,is in,West Germany,2,8963
GERMAN CASH,is IN,CIRCULATION UP AT FEBRUARY 'S CLOSE Cash,2,8964
GERMAN CASH,is in,circulation,2,8965
GERMAN CASH,rose by,2,2,8966
CASH,rose by,2,2,8967
CASH,is,GERMAN,2,8968
CIRCULATION,has,CASH,2,8969
CASH,is at,CIRCULATION,2,8970
CASH,rose,CIRCULATION,2,8971
CASH,rose,UP,2,8972
ECUADOR SAYS,SUSPENDS OIL EXPORTS DUE EARTHQUAKE Ecuador at_time,today,0,8973
today,suspended,crude,0,8974
today,suspended,last,0,8975
today,suspended,oil,0,8976
Belgian government,is,scope,2,8977
Belgian government,is scope for,further cuts,2,8978
further cuts,is in,1988,2,8979
BELGIUM,MAKE,FURTHER SPENDING CUTS,2,8980
Belgian government,is scope for,cuts,2,8981
government,is scope for,cuts in 1988,2,8982
Belgian government,is scope for,further cuts in 1988,2,8983
Belgian government,is scope for,cuts in 1988,2,8984
government,is scope for,further cuts,2,8985
IMF,URGES,BELGIUM,2,8986
government,is scope for,further cuts in 1988,2,8987
BELGIUM,MAKE,SPENDING CUTS,2,8988
government,is scope for,cuts,2,8989
government,is,scope,2,8990
JAPAN FEBRUARY INTERIM TRADE SURPLUS,JUMPS,Japan 's cleared trade surplus,2,8991
Japan,has,customs cleared trade surplus,2,8992
JAPAN FEBRUARY INTERIM TRADE SURPLUS,JUMPS,Japan 's customs cleared trade surplus,2,8993
JAPAN FEBRUARY INTERIM TRADE SURPLUS,JUMPS,Japan 's trade surplus,2,8994
customs,cleared,first,2,8995
SAUDI FEBRUARY CRUDE OUTPUT,PUT,AT 3,0,8996
Ecuador,are,Colombia,0,8997
Ecuador,are,southern Colombia,0,8998
news agency,arrived at,head of delegation,0,9001
official news agency,arrived at,head,0,9002
official news agency,arrived for,talks on oil prices,0,9003
news agency,arrived for,talks on oil prices,0,9004
news agency,arrived for,talks on stabilizing oil prices,0,9005
official news agency,arrived for,talks on stabilizing oil prices,0,9006
official news agency,arrived at,head of delegation,0,9007
news agency,arrived at,head,0,9008
OIL MINISTER,ARRIVES IN,ALGERIA Iranian Oil Minister Gholamreza Aqazadeh,0,9009
news agency,arrived in,Algiers,0,9010
news agency,arrived for,talks,0,9011
news agency,arrived at,head of large delegation,0,9012
official news agency,arrived for,talks,0,9013
official news agency,arrived at,head of large delegation,0,9014
IRANIAN OIL MINISTER,ARRIVES IN,ALGERIA Iranian Oil Minister Gholamreza Aqazadeh,0,9015
official news agency,arrived in,Algiers,0,9016
OIL,is,IRANIAN,0,9017
JAPAN FEBRUARY RESERVES,RECORD,51,2,9018
GDP,is,CHILEAN,2,9019
NICARAGUA,ended,duty free trade treatment for exports from Nicaragua under System,5,9020
NICARAGUA,ended,duty free trade treatment for exports under System of Preferences,5,9021
NICARAGUA,ended,preferential duty free trade treatment for exports from Nicaragua,5,9022
NICARAGUA,ended,duty free trade treatment,5,9023
NICARAGUA,ended,duty free trade treatment for exports from Nicaragua under Generalized System,5,9024
NICARAGUA,ended,preferential trade treatment for exports,5,9025
NICARAGUA,ended,preferential duty free trade treatment,5,9026
NICARAGUA,ended,trade treatment for exports from Nicaragua,5,9027
NICARAGUA,ended,duty free trade treatment for exports from Nicaragua under System of Preferences,5,9028
NICARAGUA,ended,preferential duty free trade treatment for exports,5,9029
NICARAGUA,ended,preferential trade treatment for exports from Nicaragua,5,9030
NICARAGUA,ended,trade treatment for exports from Nicaragua under System,5,9031
NICARAGUA,ended,duty free trade treatment for exports from Nicaragua under Generalized System of Preferences,5,9032
NICARAGUA,ended,preferential duty free trade treatment for exports from Nicaragua under System,5,9033
NICARAGUA,ended,trade treatment for exports from Nicaragua under System of Preferences,5,9034
NICARAGUA,ended,trade treatment for exports under Generalized System,5,9035
NICARAGUA,ended,preferential trade treatment for exports from Nicaragua under System,5,9036
NICARAGUA,ended,trade treatment for exports under System,5,9037
NICARAGUA,ended,duty free trade treatment for exports under Generalized System of Preferences,5,9038
NICARAGUA,ended,trade treatment for exports under System of Preferences,5,9039
NICARAGUA,ended,trade treatment,5,9040
NICARAGUA,ended,duty free trade treatment for exports from Nicaragua,5,9041
NICARAGUA,ended,trade treatment for exports under Generalized System of Preferences,5,9042
NICARAGUA,ended,preferential trade treatment for exports under System,5,9043
NICARAGUA,ended,duty free trade treatment for exports under Generalized System,5,9044
NICARAGUA,ended,duty free trade treatment for exports under System,5,9045
NICARAGUA,ended,trade treatment for exports from Nicaragua under Generalized System of Preferences,5,9046
NICARAGUA,ended,preferential trade treatment,5,9047
NICARAGUA,ended,trade treatment for exports,5,9048
NICARAGUA,ended,duty free trade treatment for exports,5,9049
NICARAGUA,ended,preferential duty free trade treatment for exports under System,5,9050
NICARAGUA,ended,trade treatment for exports from Nicaragua under Generalized System,5,9051
JANUARY HOUSING SALES DROP,SAYS,Sales,2,9052
JANUARY HOUSING SALES DROP,SAYS,Sales of previously owned homes,2,9053
JANUARY HOUSING SALES DROP,SAYS,Sales of owned homes,2,9054
JANUARY HOUSING SALES DROP SAYS,dropped,14,2,9055
JANUARY HOUSING SALES DROP,SAYS,Sales of homes,2,9056
Sales,owned,homes,2,9057
OUTLOOK,TEMPERED IN,U,2,9059
POSITIVE OUTLOOK,TEMPERED IN,U,2,9060
OUTLOOK,is,POSITIVE,2,9061
OUTLOOK,TEMPERED,U,2,9062
austerity measures,conserve fuel,paralyzed by strong earthquake,0,9065
austerity measures,conserve fuel,after paralyzed by earthquake,0,9066
ECUADOR,ADOPTS,AUSTERITY MEASURES,0,9067
oil production,was paralyzed by,strong earthquake,0,9068
oil production,was,after paralyzed by earthquake,0,9069
austerity measures,conserve,fuel,0,9070
oil production,was,after paralyzed by strong earthquake,0,9071
austerity measures,conserve fuel,after paralyzed by strong earthquake,0,9072
ECUADOR,ADOPTS,AUSTERITY MEASURES AFTER QUAKE OPEC member Ecuador,0,9073
oil production,was paralyzed by,earthquake,0,9074
austerity measures,conserve fuel,paralyzed by earthquake,0,9075
Ecuador,adopted,strong,0,9076
TAX CUTS,RAISED,BY 5,5,9077
1988 TAX CUTS,RAISED,BY 5,5,9078
GERMAN TAX CUTS,RAISED,BY 5,5,9079
GERMAN 1988 TAX CUTS,RAISED,BY 5,5,9080
TAX,RAISED,CUTS,5,9081
IRAQ TURKEY OIL PIPELINE,CUT,BY LANDSLIDE Turkey oil pipeline,1,9082
IRAQ TURKEY OIL PIPELINE,CUT,LANDSLIDE Turkey oil pipeline near southern town,1,9083
IRAQ TURKEY OIL PIPELINE,CUT,LANDSLIDE Turkey oil pipeline near southern town of Adana,1,9084
it,was cut by,landslide,1,9085
IRAQ TURKEY OIL PIPELINE,CUT,BY LANDSLIDE Turkey oil pipeline near town,1,9086
IRAQ TURKEY OIL PIPELINE,CUT,LANDSLIDE Turkey oil pipeline near town,1,9087
IRAQ TURKEY OIL PIPELINE,CUT,BY LANDSLIDE Turkey oil pipeline near town of Adana,1,9088
IRAQ TURKEY OIL PIPELINE,CUT,BY LANDSLIDE Turkey oil pipeline near southern town of Adana,1,9089
IRAQ TURKEY OIL PIPELINE,CUT,BY LANDSLIDE Turkey oil pipeline near southern town,1,9090
it,was,after cut by landslide,1,9091
IRAQ TURKEY OIL PIPELINE,CUT,LANDSLIDE Turkey oil pipeline near town of Adana,1,9092
IRAQ TURKEY OIL PIPELINE,CUT LANDSLIDE Turkey oil pipeline,after cut by landslide,1,9093
IRAQ TURKEY OIL PIPELINE,CUT,LANDSLIDE Turkey oil pipeline,1,9094
IRAQ TURKEY OIL PIPELINE,CUT LANDSLIDE Turkey oil pipeline,cut by landslide,1,9095
OFFICIAL,will last at_time,at least four months,0,9096
earthquake,cut,oil pipeline,0,9097
ECUADOR,is at,OIL,0,9098
Bangladesh trade deficit,narrowed to,1,2,9099
BANGLADESH TRADE DEFICIT,NARROWS IN,OCTOBER 1986,2,9100
SWISS INDUSTRIAL OUTPUT,RISES IN,FOURTH QQUARTER Swiss output,2,9101
SWISS INDUSTRIAL OUTPUT,rose at_time,year,2,9102
SWISS INDUSTRIAL OUTPUT,RISES IN,FOURTH QQUARTER Swiss industrial output,2,9103
SWISS INDUSTRIAL OUTPUT,rose at_time,last year,2,9104
value,is in,January,2,9105
IRAN,have received,discounts,0,9106
IRAN,have received,larger discounts,0,9107
Japanese traders,involved in,transactions,0,9108
IRAN,have received,even larger discounts,0,9109
JAPAN TRADERS,SAY,Japanese customers,0,9110
traders,involved in,transactions,0,9111
JAPAN TRADERS,SAY,customers,0,9112
DRILLINGS Estimated oil drilling completions,is in,United States,6,9115
SHARP FALL,is IN,DRILLINGS Estimated oil drilling completions,6,9116
company,has,commercial director,1,9117
