text;target
39796;OK that feeling of crushing disappointment, anyone recognise it? ANYONE tell me I'm not the only one PLEASE.What a disappointing end. *sigh* *double sigh* I feel like I emotionally invested myself so much and the book was so disappointing.I feel so distressed and quite confused. It honestly felt like a different author had written this book, only this author was hell bent on including so many plot holes and tearing apart the faction world that had been created. As soon as we moved away from the world of factions and the story is moved outside the city, the book quite frankly fell apart. I am very sorry but I think it is impossible for me to review this book without being a tad spoilery. If you haven't read the book and don't want spoilers, look away now and please excuse me whilst I have a little rant.In terms of characters, Tobias was the most frustrating and difficult to sympathise with. It's like he has had a complete character change out of nowhere. He is no longer able to process situations logically, gone is the intelligent instructor who is able to calculate his decisions and movements logically. Instead we are placed with a Tobias who doesn't take in the facts and make rational decisions. Seriously, this character change is ridiculously frustrating and honestly it doesn't make sense to me. It doesn't contribute anything to the plot but instead created unnecessary complications. On the bright side, Tris kicked butt in this book and she was still a really good heroine.Was I the only one getting slightly confused as I was reading? A lot of the time it was getting really complicated for no reason. I could've seen the book written in a way that had an interesting plot line but wasn't written in a complicated way. Sometimes it is possible for a book to be interesting and amazing without it being confusing and having so many gimmicks in order to interest us. One confusion was the fact that the book was split between Tris and Tobias' point of view, yet they were written in EXACTLY THE SAME WAY. I'd find myself re-reading chapters because I got confused in whose point of view I was reading. Another thing that really confused me was the fact that the characters in this book only suddenly thought about what was going on beyond the boundaries of the city of Chicago. So I am supposed to believe that this whole time they have been living in this faction world they haven't wondered what lay beyond the boundaries? Not even once?;1
58733;Leonard's novels are always fun to read. His tough guys, and gals, are tough. You think you know how it will end, but you can't wait to see if you're right.;1
378609;"THE DUKE IS MINE by Eloisa James is an exciting historical romance set in 1812 England. I love this author's historical romance and ""The Duke Is Mine"" is no exception. It is a new take on ""The Princess and the Pea"". It is written with depth and details. The characters are strong willed and will capture your heart with their witty banter,and the fragile love to two albeit unwilling participates. It is full of passion,a hero with some psychological issues,a feisty heroine and two sisters who will discover true love. ""The Duke Is Mine"" is a must for anyone who enjoys fairy tales,historical romance and wants to learn a great romantic riddle or maybe learn two people who are powerless to resist their love,can find true love and their soul mate. A wonderful story written by a talented author. Received for an honest review from the publisher. Details can be found at Avon, an imprint of Harper Collins Publishers.RATING: 4.5HEAT RATING: MildREVIEWED BY: AprilR,My Book Addiction and More/My Book Addiction Reviews";1
351373;I gave it 5 stars but have to say,the ending seemed so ambiguous that I couldn't tell if Uhtred lived or died.  Read the author's notes for the answer though the beginning of the book introduces us to Uhred as an old man telling his story.That said, I've read everything that Cornwell has written, and highly recommend starting at the first book in each series and working your way through.  I particularly like Uhtred, but also really enjoyed The Archer's Tale, Heretic etc.  Get started and keep going. There is plenty of historic detail (although sometimes as Cornwell points out, he take some liberties).  What is enjoyable for me is his depictions of how people lived during these various periods. Life was certainly brutal and short.;1
386561;some strong sex so if you don't like it, it's not for you.  As in all romance novels the girl gets her guy;1
223569;This book is pretty much what it says it is: a fable about following your dream.  Coelho pretty much repeats this over and over and over in this book.  At times, it can be pretty trite stuff...beware of sappy words like &quot,Personal Legend,&quot, &quot,Soul of the World,&quot, and other new-agey kind of stuff.  So all that aside, the book was short and to the point, it can be read in one sitting, which is nice, considering that there really is very little plot.  And at times Coelho does write a sentence that really does ring true to life and the choices a person makes.  I think this book would be most appropriate as a high school graduation gift.  If you're like me, 25, and pretty much not at a turning point, it will just seem trite.;1
590323;This book is especially meaningful if you have lived past middle-age, struggled to make a better life for your family, and then in the end realize the irony that the success in that struggle was also the source of destruction in your life.  It is a gut-wrenching metaphor of good intentions taken to a fanatical end.;1
626475;"I would give this book 4 1/2 stars if I could. It is truly engrossing. As many previous readers have warned it WILL keep you up nights when you should really put it down and go to bed to wake up for the morning meeting next day.This story is wonderfully imaginative and intricate. One third of the way into the book (and I'm talking about the Modern Library version with all chapters intact), you wonder why there are so many chapters that ostensibly have little to do with our hero Edmond Dante aka Count of Monte Cristo. The details of where Caderousse end up with La Carconte, the chapters on Luigi Vampa, the chapter on Franz d'Epinay's first encounter with the Count of Monte Cristo? I was slightly baffled as to why Dumas would include them? But I soon understood that every character, no matter how minor, plays some role in the story -- either because they become an important instrument later on in the Count's revenge or they serve to tell us something about the Count (as in Franz d'Epinay's case).From the beginning of the book until Edmond's escape and discovery of the treasure, the reader is well-involved in his story and his life. After he finds fabulous wealth, the reader knows nothing more about this character's inner life. Everything we know about Edmond (and the Count) from then on, is through others. There is a switch in perspective that should have been effective but I found it detracted from the story. Dumas does this of course to convey a sense of mystery surrounding the Count, mystery that is absolutely crucial to his success in gaining revenge. But this sudden break from a mostly single perspective (Edmond's) to many, many perspectives about the Count is distracting, and really breaks the story into two stories rather than one cohesive long tale.The other criticism I have for this book is the amount of repetitive descriptions. I was at times irritated in the beginning at the numerous ""tremblings"" and ""pale with tremblings"" written about Fernand. Later on, Dumas drums into our heads how ""mysterious"" and ""cryptic"" and ""indecphirable"" the Count is. OK, we get it!!Overall, though I can't criticize much a book that kept me up till 2am for 10 solid days. He certainly did something right! The story is well-thought out, intricate as the plot and subplots can be they tie in (sometimes TOO perfectly), and the characters are well-drawn. And just when I catch myself writing the story off as an action-adventure novel, I run across some of the most exquisite and beautifully noted observations on human behavior I've ever read.So suspend your disbelief (some of the hyperbole on the superiority of the Count and the heroism of certain characters made me roll my eyes), believe in love (for Mercedes more than Haydee (????)), forgive some of the incredulous moments (agree about others' questioning of Edmond's readiness to throw away his revenge plans when he was so close to suceeding and his sudden remorse at the end is also a stretch). Put all those little criticisms aside, do NOT see the movie that just came out, read this book! It is worth the time investment and sleepless nights.";1
323822;This is the first book of its kind that I have read. It put very delightful spin on the story.;1
113819;This is one of the best fantasy novels I have read. The supernatural aspects blend well with the somewhat dark humor and compelling plot. I also love the characters. Jenks the pixie is hilarious! All of the characters are wonderfully three-dimensional. Rachel is a great, tough heroine. Kim Harrison is an author whose work will be anticipated in the future. Her writing and her wonderful look into the preternatural world reminds me of Laurell K. Hamilton. This is  an outstanding series that I gladly recommend.;1
505190;What can I say: there isn't much to it.Getting eaten by a lion for being  a rotten kidprobably can serve as a lesion?I don't care! ( humor);1
278500;"Plot Summary:  Mira is back home, but the naturi have followed her to Savannah, and they're picking off the local vampires and werewolves to weaken her position.  Just when things are getting really ugly with the local werewolf alpha, Danaus shows up because the time is near for the next naturi sacrifice.  They leave for Machu Picchu, the site where Mira was tortured 500 years ago, and where the naturi tried to open a door to an alternate dimension to free their queen.  Everyone is relying on Mira's fire-starter abilities to fry naturi, but she's also been working on mastering the earth magic that nearly swamped her last time.I hate to be a party pooper, but I think this series is stuck in a rut.  I don't feel like progress is being made from book to book, and I had a strong sense of d&eacute,j&agrave, vu with the plot line.  Like the past two books, Mira and Danaus maintained an uneasy alliance, they skirmished with the naturi, and then they had a big confrontation that Mira barely survives.  Unfortunately it's all become too predictable, and I think the next book needs to break the mold to pull this series back up to the stellar level of the first novel.The ""I'll kill you when this is over"" line has become a running joke between Mira and Danaus, but their relationship is STILL stuck in first gear.  According to the timeline within the story, only one month has passed since they first met, but after three books I've passed antsy and now I'm frustrated.  The lack of build up since their initial encounter is disheartening, and it has taken the edge off any romantic hopes I had for this couple.For all my grumbling, I'm happy to say that Jocelynn Drake has not lost her touch when it comes to the pacing.  The scenes flew by, and I was fully engrossed by the finale, but once again the ending lacked closure.  I appreciate the need to keep things loose for sequels, but I also don't want to read a series that feels like Mira is trapped in a ""Groundhog Day"" scenario.  I'm sorry to say, but this series has moved from one of my `must buys' to a `maybe buy.'";1
43421;I really like this author so I have read a lot of her books and this one is just one of her best job on writhing what she love doing;1
244671;By 1825, Soraya had become the Ton's most notorious courtesan.  Hardly anyone realizes that she started only a few years earlier when as an innocent fifteen years old she sold her body to save her impoverished family.  All these years as a kept woman, she prayed after each taking that soon she will escape back to what she once was, Verity Ashton.Soraya knows the time is right for her to vanish as she has the money and is falling in love with her current patron though she fears her kind wealthy benefactor the Duke of Kylemore will not simply allow her to disappear as the insult would be too great for an arrogant soul like him.  Besides she believes Justin Kinmurrie would defy the aristocracy by making her his wife if she let him.  When she runs off, he tracks her down and ignores her plea for his sake to forget her.  Instead he abducts her to persuade his Verity that she would make a fine duchess of Kylemore although most of his peers would disagree, some violently.Though CLAIMING THE COURTESAN may seem like a typical Regency romance, the relationship between the fully developed lead couple turns this into a must read for sub-genre fans.  Soraya is the more fascinating character as she wants to turn back the clock to when she was a simple innocent Verity, but knows that is impossible to achieve, Justin believes that his kisses and his trust will ultimately convince his beloved that she is Soraya in his bed only, but Verity, the Duchess of Kylemore in public.  That match-up makes for a terrific gender battle.Harriet Klausner;1
295139;"My reading tastes seem to have become a bit eclectic, so it's difficult to find books I really like.  ""Shelter Me"" was a happy surprise, a really good read.  It's the story of a widowed single mother overcoming grief and moving on with her life.  There's sadness.  There's romance.  There's humor.  Both the story and the writing are excellent.  Fay manages to capture what I think of as perfect ""voice,"" i.e., the characters seem so real.  I hope to see more from this author.";1
68830;First of all I love anything by Simon Winchester -- I listen to his books while I paint and they transport me to other places and other times.  This is an amazing and quite astonishing story!;1
180572;"I loved Dot Franks books, but I felt like I had read this before. So many things like Sullivan's Island. The characters were wonderful and the story was entertaining, but the sex and all was so much like all of her other stories. The sick mother was also in Sullivan's Island. The divorce also was in Sullivan's Island. I felt Dot just used the same story and changed a few things. It is time to leave South Carolina and New York and come out with some new ideas. I love her books but I won't rush to buy them like I once did. If you haven't read some of her earlier books, you will really enjoy this book, if you have you will feel like ""been there done that""!";1
65827;Decent book, just didn't seem the RF I've come to know and love. . . I'll give it some time and read it again. . . maybe it was just my mood when reading it.;1
312348;"The Face Thief by Eli Gottlieb begins with a stunning sequence- one that made me wince and flinch with every excruciating sentence. A woman is falling down the stairs and we get a running narrative of her body's physical trauma. Her orbital orb cracking, rib fracturing - However, in between the descriptions of breaking bones, we get the woman's emotional reaction with memorable, lyrical passages in stark contrast to the painful ones.""Pain had a voice. It spoke to her as she shot off the top step and forward into space, patiently explaining that this was not how her life was supposed to end.""Who is this woman? Who pushed her and why?By the end of the book, we get the simple answers to these questions, but, like the characters, the truth is very complicated.As the cryptic title might imply, the novel is about a thief of property, as well as emotions. Though we find out about the events leading up to the woman's fall, her childhood, and part of her adulthood, we never find out her true name. Instead we are given various names she uses and identities she assumes in different situations, in order to steal something from someone. Each time she wears a different face - innocent child, bright ingenue, trustworthy businesswoman, admirable victim - so convincingly that she is able to manipulate everyone around her.The novel tells the alternating stories of two men this seductive con artist attempts to deceive: one is John, a newlywed of comfortable means who is set up as a relatively cautious, but ultimately easily duped victim of fraud.In fascinating contrast, the other is Lawrence, a psychologist trained in the science of nonverbal psychological ""tells."" He's skilled in instantly discerning lies or concealment, no matter how artful that person is. Lawrence is so successful at what he does that he teaches seminars on how to analyze facial and other physical features for business purposes. If anyone can spot and unmask a con artist, it would be Lawrence.The narrative from his perspective is the most intriguing part of the book. In fact, if such a seminar were offered in real life, I would take it. As I read, I wondered how much of myself I was revealing without saying a word, with every unguarded expression, facial tic, movement, posture, choice of clothes, etc. Our every visible aspect and other subtle clues give away our inner selves, even those desires and fears we're not aware of, let alone those we want to conceal. Anyone skilled in reading the signs would have great advantage, even power, over others.""..[T]hings aren't necessarily what they appear at first...we deal with the liminal...with the partial, the hidden. To the experienced reader, faces and bodies are like a kabbalistic text in which every word stands for something other than what it seems.""The Face Thief is an impressive work of character study. Gottlieb explores the psychological terrain of his subjects in riveting detail. The novel is not so much about which of the con artist's would be victims pushed her, but what makes each of these characters tick and how their secret natures, despite their attempts at self-control, drive them towards their downfalls.Where The Face Thief falters is what happens after the woman wakes up in a hospital and is confronted by the police. The plot, involving incredibly quick, superhuman recovery and police custody which is both supertight and incredibly lax, simply lost me at this point.";1
279857;I loved this series it made me laugh it made me cry it made read till I passed out from reading so long ivypool is still a spy and when she finds out some place with no stars battle plan she is determined to help the destined three meanwhile jayfeather is still banned because the clans still think he is the killer to flametails death heart warming ending that you'll just have to read for your self;1
229086;"""All I Want For Christmas Is My Two Front Teeth"" is by Lori Avocato.When Pauline's mother reads that a dentist is holding Mr. Leonard Niski's dentures hostage, even though the man's insurance has already paid for them, she tells Pauline to ""Do something about this. Be a Good Samaritan for the holiday season."" Pauline must admit that is does sound like dental fraud. Since she and Jagger investigate insurance fraud for a living, perhaps they should look into it.""The Lords Of Misrule"" is by Dana Cameron.Set in London, Christmas Eve of 1722. Miss Margaret Chase ""Mags"" calmly accepts the fact that there are extra guests in the house tonight. Father had arrived home with two friends, rather than just one, and her brother, Tommy, came home from Oxford with a friend as well. However, Mags is not prepared when she learns that her mother's new jewelry has been stolen, before her mother even opens the jewelry case filled with stones. Nor is Mags prepared when the body of a footman is found. But with Margaret's keen observations, and a little bit of help, Christmas Day may still dawn with joy.""The Ghost Of Christmas Passed"" is by Mary Daheim.Innkeeper Judith McMonigle Flynn may not have any guests during the holiday season, but the place is still full of family. Problem is that her mother, Gert, is not acting normal. Gert is about to tell Judith and Renie a bit about a certain family member that disgraced the family long ago. It seems as though the certain family member in question is making an appearance. Either that or someone else who looks mighty like him.""Partners In Crime"" is by Cait London.Cecilia Lattimer is a professional organizer. Even though the small town of Dewdrop has been experiencing a rash of burglaries recently, someone seems to be going an extra mile on Cecilia. Everybody likes Cecilia personally, but hates how Cecilia is always trying to organize everything and everyone. Who could possibly be the one out to harm Cecilia? The police chief? Cecilia saw him with a mistress. Her ex-fianc&eacute,? Cecilia said no at the alter because she learned what a monster he really was. Her ex-husband? He left Cecilia for a younger woman, but still seems possessive of Cecilia. And just WHO is this stranger that rescued her from three men in an alley and then parked his camper in her driveway? Is he protecting her or stalking her?""Holly Go Lightly"" is by Suzanne MacPherson.Nick Fredrick could not seem to get his late fianc&eacute,e, Holly Townsend, out of his mind today. Perhaps because it is Christmas Eve. Even when Nick gets to his parents' house, signs of Holly still abound. It is soon obvious to all that Holly's spirit is trying to communicate some vital information and she has only one night get her joyous message through.""A Very Vampy Christmas"" is by Kerrelyn Sparks.About five years ago some clever vampires figured out that a vampire's image could be recorded using digital technology. So now there is DVN (Digital Vampire Network), though few mortals know that real vampires are the stars. Maggie O'Brian has been a vampire since the year 1884. Now she plays the part of a mortal doctor in love with a vampire on the soap opera ""As a Vampire Turns"". She auditioned for the part in order to meet Don Orlando, who plays the handsome vampire in the show. Maggie may have the role the wanted, but Don is not the wonderful man she thought she would be. According to Corky, the ruthless media queen of the vampire world, Don changes women as often as his socks. When Don tells Maggie that he has had amnesia since he was turned into a vampire over four years ago in New Orleans, Maggie decides to see what she can learn.**** A wonderful anthology with six tales set around the Christmas Season. I found something for everyone in this novel. No kidding. I read historical romance, mystery, suspense, ghostly spirits, and even vampires. Wonderful holiday reading. ****Reviewed by Detra Fitch of Huntress Reviews.";1
626929;The Cloud of Unknowing, along with the other works by this humble contemplative, is certainly one of my favourite works in contemplative Christian mysticism, and in itself is also a lovely work of medieval English literature.The writer of the 'Cloud' also wrote several other works, including a translation of Dionysius the Aeropagite's 'Mystical Theology' and other works written for a monk starting his novitiate at the writer's monastary.  The writer was probably a Carthusian monk, and also the spiritual director (or perhaps even the abbot) of a Cathusian monastary in medieval England.The writer had a standard though thorough education and he was influenced by St Thomas Aquinas, Richard of St Victor, and also by Dionysius the Aeropagite.  The writer is an enthusiastic advocate of what is now called the 'via negativa' or the form of theology or mystical contemplation which emphasis the unknowability and 'darkness' of God.The writer counsels his 'spiritual friend in God' to discard any images he has of God, as well as consoling visions and feelings.  The writer urges his student to put a 'cloud of forgetting' between himself and God, and between all creatures and God.  When asked 'What is God' the writer replies 'I don't know' but carefully emphasis while God's essence cannot possibly be known by the human mind, God can be understood and grasped by a 'sharp dart of love' aimed at God.The rest of the writer's works unfold outlining and expanding on these themes, in a brilliantly lucid fashion which avoids any ornaments of rhetoric, condescending spiritual pride, and unneccessary displays of cleverness and erudition.  The Cloud author in fact attacks such people quite strongly, saying they have more in common with the devil than with God, merely learning in order to puff themselves up while completely forgetting their own creator and his amazing gifts.I think the Cloud author is one of the finest mystics in the Christian tradition and all Christians can read this work with enjoyment, and without fear that the mystical is connected with weird ideas of the occult or of pantheistic union with God.  The author takes great pains to attack those who indulge in occult speculations (as perhaps theosophists might today) or in outbursts of hysterics or unbalanced emotion, like Margary Kempe and many other English mystics (and also others in Europe also) sometimes indulged in.  As Thomas Merton wisely said, the mystical path is a calling for all Christians but also an extremely dangerous one, the journey into our interior can easily lead us astray, either by our own self-deceptions, or else through those of the devil.  The author is also careful to emphasize our union with God (unlike Eckhart or Quietists like Margaret Porete) is not one of substance but of loving wills and natures, and there is no fusion of the divine which involves the total and final annihalation of our own being.The tradition the Cloud author follows is firmly rooted in the via negativa.  While this approach and also mysticism generally has come under severe criticism from many quarters recently, I think the Cloud author is certainly one of the most sober and 'safe' mystics in the Christian tradition, and avoids many of the excesses other mystics have fallen into.While some of what the Cloud author says will no doubt have similarities to other religions like Buddhism (especially in meditation), it should be emphasized the Cloud author is firmly Christian in his approach and frequently mentions the necessity of following Christ and also other things like the liturgy and sacraments.  He also frequently refers back to the Bible, and while his biblical references are not as common as those of John of the Cross, 'Biblical' Christians will find this author is careful to keep his ideas within Christian bounds, and to exclude any elements which are clearly foreign to the Christian tradition.  He certainly tones down or ignores for example many of the Neo-Platonic spiritual elements which exist in the system of Denys the Aeropagite.So far as contemplation goes, this little work is a beautiful clear gem, to be treasured as well as admired across the ages.  Certainly when I read this I often feel like the Cloud author is also talking to me, and whenever a writer can do this, you know you have a great writer in your hands.;1
397370;You'll enjoy this book.  There some suspense.  The plot is plausible..  I would recommend this book if you enjoy thrillers!;1
294091;The Domino Men was one of those can't-put-it-down stories, but if you read it at night, you may have to sleep with the light on. This is no fairy tale, the creature that threatens London seems like something that could have been buddies with Cthulhu or Yog-Sothoth, though it had a more prosaic day job, as you will ultimately discover. Our main character is sort of a likeable loser, and, well, don't blame him, blame his Grandpa, who turns out to be a secret agent in a very, very secret agency. There are more twists and turns than a bucket full of slimy eels - and as many cold shivers, too.This book really did make my flesh creep, but I had to find out how it all turned out. The ending wasn't what I expected or even what I hoped, but I didn't feel cheated. There is room for a sequel, but it wouldn't feel unfinished if one never happens. It stands on its own as a fine work of the writer's art as well as a possible future classic of horror.;1
366984;Hartly is a junior dating Josh DuPont. When she hears of the rumors that he was unfaithful to her , with the president of the Chastiy club. She goes to his house and wants to confront him, but she finds a dead body.Hardtly decides to help Josh figure out really murdered the girl in his room. She breaks up with him. While trying to solve the case, she meets Chase who is the editor of the school internet page.Hartly is getting closer to solving the crime and more bodies are turining up.Cute story and I admit I grew up in this area where it took place. I had memories of Blossom Hill Road and Oakridge Mall. I liked that Hartly became a Nancy Drew and wanted to help her ex boyfriend. There was muder, sex, overprotective moms, and hacking.I love this coverBest Line= CSI: Silicon Valley;1
56981;"This is a detailed and uneven biography of an interesting military leader who became a celebrity. The narrative is rich in detail and attempts to both tell Patton's life story in addition to providing an analysis of his personality, leadership style, and provide insight into some of Patton's very nasty prejudices. The verdict appears to be that Patton was an excellent Battle field tactical commander as well as one of the first to recognize the value of the tank and its impact on the battle field. But he had a hard time when it came to understanding the strategy of the larger campaign and being a team player. His anti British, anti Jewish, and anti Russian prejudice impacted his disastrous attempt to govern and de-Nazify Bavaria after the war. And Hirshson points out that the effects of Patton's ""kill the bastard"" speeches was disastrous leading to as many as five atrocities including the murder of civilians. And Patton's famous slapping of the soldiers in the field hospital is well explained from all points of view. So why did Eisenhower put up with Patton? Simply because he won! And victory in total war was more important than style points.I found the early pages of the book most entertaining and interesting as they cover Patton growing up in San Gabriel Valley in Southern California. His father ran for Senate as a Democrat and Patton then married into a rich Conservative (very right wing) family and adopted their views and prejudices as he got older.This is not a great book. For a really great book turn, for example, to William Manchester's ""American Caesar"". American Caesar  demonstrates that Manchester is a most extraordinary writer. Hirshson is not a very good writer. But I do think Hirshson has a lot to offer in his controversial very detailed biography of General Patton. (From reading other reviews posted on Amazon I wonder if I read the same book as many others. Are so many so desperate for a hero without flaws?) I'm glad I never had to serve under someone like the REAL Patton when I was stationed with 14th Armored Cavalry in Germany. Decide for yourself and check this one out.";1
504440;It was excellent and the chocolate just yum. Nayanna j h f2f f2f f2f adds fees dress feds feds ddd;1
115636;I selected this book for my discussion group based on the fact that it was a Good Morning America Book Club selection.  I'm not a mystery reader, and I have never hear of Philip R. Craig.  Reading through some of the reviews, it seems this isn't one of his best, so I'm disappointed that it was my introduction to the author.  I'm also disappointed in GMA for selecting such a mediocre story as a book club selection.  Unfortunately, my discussion group disintegrated into general bashing of this novel and of the selection of it for the group to read.  I put this out there as a warning to other people who might rely on the GMA recommendation and come looking for some moving literature, instead of bottom barrel genre fiction that gives mysteries a bad name.The narrator is well-known to series fans, but as an outsider, I found him full of himself, with an inflated ego in intellectual and physical matters.  He was unlikeable and I was thoroughly annoyed at having to listen to his point of view by the end of the book.  There was a huge sideline red herring storyline in this book, and it went absolutely nowhere and just made a mess out of the plot.  Perhaps it related to the larger series of books, but in this mystery, it was senseless.;1
22187;Every person who buys manufactured products, from vitamin supplements to cosmetics, should read this book.  Quote &#34,Posh cosmetics are a special, self administered, voluntary tax on people who don't understand science properly.  People don't buy expensive cosmetics because they are more effective, but because they are 'luxuary' goods and a status item&#34,.  Find out how you are wasting your money.;1
112129;This dictionary-style book contains is divided into two sections -- boys and girls, each section contains an alphabetical listing of names, along with the definition, origin, and variations of/nicknames for each name, as well as an occasional mention of famous people with that name.  The boys' section is a little longer than the girls' section, but with over 300 pages of names in each section, there's plenty to work with.  I found this book to be interesting, but not nearly as useful in selecting a baby name as many of the resources available online, particularly if you're looking for something a little more mainstream.  If you're looking for unusual names or interesting ideas, you'll find them here.  This book contains a very long listing of names, and plenty of information on each name, but it is not cross-referenced nearly as well as some of the other books out there, nor is it organized by topic or type of name.;1
631107;My son and I spent many entertaining hours together with this book for several years.  He is 14 years old now, and I still remember it as a fascinating book we shared together.;1
164978;"The title of this book, ""Fast Food Nation,"" captures the essence of the author's message simply and coherently.  Yes, Eric Schlosser offers up an eye-opening expos&eacute, on the many harmful aspects of consuming ""fast food,"" but this book offers so much more.Schlosser manages to cover the societal impacts of fast food on early 21st-Century America in a relatively short, and highly readable and engaging, publication.  The impacts of fast food, vertically (source of foods to consumers) and horizontally (across the agriculture supply chain for a particular food), are covered in good detail and with good context.""Fast Food Nation"" is a more highly charged assault on the fast food industry than two other popular books on the impact of food,In Defense of Food: An Eater's ManifestoandThe Omnivore's Dilemma: A Natural History of Four Meals, both written by Michael Pollan.For readers interested in learning more about how the fast food industry works and the impact this industry is having on the American society should read this book.  Pollan's aforementioned two popular books should follow ""Fast Food Nation,"" in my opinion.This is an important, and highly recommended, book.";1
551431;WOW  This explains why I never got good at so many things.  Read this book and start practicing your sport or hobby.  Perseverance isn't one answer it is the only answer.;1
196918;Michael Perry is quite clearly a writer - a very good one and well traveled.  In what must rank as a rather peculiar career decision, Perry goes home to the small northwestern Wisconsin town in which he was raised to write, live, and work as a volunteer firefighter.  Population 485 is a collection of essays more or less responding to these experiences.  There is no clear narrative thread and the themes of the essays vary widely.  Each, however, explains in a small way why the small town lifestyle is appealing to many and in a large way the debt we owe as a society to our emergency personnel.  He covers everything from the initial panic of receiving a call to the grim decision to cease lifesaving efforts, and everything from the disappearance of small town main streets to the camaraderie of the volunteer firefighter picnic - deftly mixing deep thinking with the lowest of brows.Too often, in my opinion, books that dwell on small towns are either bitter or saccharine - rarely hitting quite the right spot.  Michael Perry clearly tends toward the sweet end of the spectrum, focusing on the compassionate characters of his small town, often at their best.  He does not, however, write a caricature.  Coming from a small town, though my memories are not so halcyonic, I recognize Perry's characters, their desire to do right and their concern for their neighbor.  And I recognize the worrisome signs of decay - the indications that our small towns are not long for the world, at least in their current form.  Perry has done more good deeds than I can count in his role as an emergency responder, and has done another with his book.  Population 485 is fine writing about regular good guys in a place that's fading.  Population 485 won't change anyone's life, but it's definitely worth the few hours it takes to read.;1
24295;Funny how you get an impression of someone famous by the snapshots you see. Or should I say what the media creates. My idea of Agassi was a brash, flashy kid who started out with long hair, did those Canon commercials, married a model (Brooke Shields).  Sounds good to me. From the outside looking in, fame always seems that way. But all is not as it seems. Agassi was bred by his father to become a tennis star, hours upon hours of practice, sent away to a bootcamp like tennis academy to hone his skills. Throughout the book he claims to hate tennis, this life thrust upon him, no other choices available. This memoir chronicles his struggles and triumphs, how he ultimately came to terms with his profession. Agassi comes across honest and heartfelt, he is not afraid to show all his warts. Their are plenty of suprises along the way, I enjoyed this book, especially the descriptions of the tennis matches, they really are like heavyweight fights, each opponent trading blows with the other. And like all fighters their comes a day when you have to retire and move on to the next phase of life, which Agassi seems to have done quite nicely.;1
