subject,relation,object,new_topic,old_index
public spending cuts,announced in,its budget,7,8158
public spending cuts,announced by,Ireland 's minority government,7,8159
move,lead to,interest rates,7,8160
spending cuts,announced in,its budget,7,8161
public spending cuts,announced by,Ireland 's new minority government,7,8162
INTEREST,is,LOWER,7,8163
MINISTER,is,KENYAN,0,8164
MARCH Inflation,is in,Turkey,0,8165
TURKISH INFLATION INCREASES,is IN,MARCH Inflation,0,8166
INFLATION INCREASES,was,3,0,8167
TURKISH INFLATION INCREASES,was,3,0,8168
INFLATION,is,TURKISH,0,8169
INCREASES,was,Inflation,0,8170
Bundesbank,hold,press,7,8171
Bundesbank,hold,conference,7,8172
Bundesbank,hold,regular,7,8173
Bundesbank,hold,council,7,8174
MANUFACTURERS HANOVER,RAISES PRIME RATE TO,7-3/4 PCT,0,8175
MANUFACTURERS HANOVER,RAISES,PRIME RATE,0,8176
MANUFACTURERS HANOVER,RAISES PRIME RATE FROM,TODAY,0,8177
MANUFACTURERS HANOVER,RAISES PRIME RATE FROM,EFFECTIVE TODAY,0,8178
MANUFACTURERS,RAISES,EFFECTIVE,0,8179
MANUFACTURERS,RAISES,TODAY,0,8180
MANUFACTURERS HANOVER,RAISES became,major U,0,8181
PRIME RATE Manufacturers Hanover Trust Co,RAISES became,major U,0,8182
RATE Manufacturers Hanover Trust Co,RAISES became,U,0,8183
MANUFACTURERS HANOVER,RAISES became,third U,0,8184
RATE Manufacturers Hanover Trust Co,RAISES became,third major U,0,8185
RATE Manufacturers Hanover Trust Co,RAISES became,third U,0,8186
MANUFACTURERS HANOVER,RAISES became,U,0,8187
PRIME RATE Manufacturers Hanover Trust Co,RAISES became,U,0,8188
RATE Manufacturers Hanover Trust Co,RAISES became,major U,0,8189
MANUFACTURERS HANOVER,RAISES became,third major U,0,8190
PRIME RATE Manufacturers Hanover Trust Co,RAISES became,third major U,0,8191
PRIME RATE Manufacturers Hanover Trust Co,RAISES became,third U,0,8192
Co,said,it,0,8193
Co,said,prime,0,8194
Co,said,rate,0,8195
Co,said,pct,0,8196
Co,said,effective,0,8197
MIDLAND,is,MARINE,0,8198
FHLBB,CHANGES,TERM DISCOUNT NOTE RATES,0,8199
FHLBB,CHANGES,SHORT TERM DISCOUNT NOTE RATES,0,8200
MINISTER,is,KENYAN,1,8201
SAYS EC,TEXTILE,BILL Belgian Foreign Trade Minister Herman De Croo,4,8202
BELGIAN SAYS EC,TEXTILE,BILL Foreign Trade Minister Herman De Croo,4,8203
SAYS EC,TEXTILE,BILL Foreign Trade Minister Herman De Croo,4,8204
BELGIAN SAYS EC,TEXTILE,BILL Belgian Foreign Trade Minister Herman De Croo,4,8205
SAYS,is,BELGIAN,4,8206
Corp,has,it,6,8207
Corp,has,prime,6,8208
Corp,has,rate,6,8209
FREDDIE MAC,ADJUSTS,SHORT TERM DISCOUNT RATES,0,8210
FREDDIE MAC,ADJUSTS,TERM DISCOUNT RATES,0,8211
Corp,adjusted,short,0,8212
Corp,adjusted,rates,0,8213
FHLBB,CHANGES,TERM DISCOUNT NOTE RATES,0,8214
FHLBB,CHANGES,SHORT TERM DISCOUNT NOTE RATES,0,8215
HE,SAYS,HOPES,7,8216
increase,was,temporary,7,8217
yesterday 's small increase,is in,two major money center banks ' prime rate,7,8218
yesterday,has,small increase in prime rate,7,8219
FHLBB,CHANGES,TERM DISCOUNT NOTE RATES,0,8220
FHLBB,CHANGES,SHORT TERM DISCOUNT NOTE RATES,0,8221
further declines,is in,first half year,7,8222
IIF EXECUTIVE,SEES,INTEREST RATES,7,8223
RETAIL,is,YUGOSLAV,0,8224
BANKS,DIVIDED for,cut in interest rates,7,8225
cut,is in,Austrian interest rates,7,8226
AUSTRIAN BANKS,DIVIDED OVER,INTEREST RATE CUT Calls,7,8227
AUSTRIAN BANKS,DIVIDED for,cut,7,8228
AUSTRIAN BANKS,DIVIDED for,cut in Austrian interest rates,7,8229
BANKS,DIVIDED OVER,INTEREST RATE CUT Calls,7,8230
BANKS,DIVIDED for,cut,7,8231
AUSTRIAN BANKS,DIVIDED for,cut in interest rates,7,8232
BANKS,DIVIDED for,cut in Austrian interest rates,7,8233
BANKS,is,AUSTRIAN,7,8234
RATE Manufacturers National Corp,has,Manufacturers Bank Wilmington,0,8235
MNTL UNIT,LIFTS,RATE Manufacturers National Corp 's Manufacturers Bank Wilmington,0,8236
Wilmington,said,variable,0,8237
Wilmington,said,interest,0,8238
Boatmen,has,National Bank,0,8239
Bank,raised,rate,0,8240
Bank,raised,prime,0,8241
Bank,raised,pct,0,8242
Bank,raised,effective,0,8243
Bank,has,it,0,8244
Bank,has,prime,0,8245
Bank,has,rate,0,8246
Bank,has,pct,0,8247
Bank,has,effective,0,8248
Bank,has,today,0,8249
VENEZUELA,is,NEW,7,8250
Sun Banks,is in,Georgia,0,8251
Sun Banks,is in,Florida,0,8252
Georgia,have,prime,0,8253
U,is,MORE,0,8254
FED,BUYS,550 MLN DLRS OF BILLS FOR CUSTOMER,0,8255
FED,BUYS,550 MLN DLRS OF BILLS,0,8256
Federal Reserve,bought,about 550 mln dlrs,0,8257
Federal Reserve,bought,about 550 mln dlrs of U,0,8258
FED,BUYS,550 MLN DLRS,0,8259
IMPERIAL,is,CANADIAN,3,8260
NEW,has,BANK,0,8261
NEW,is at,BANK,0,8262
York,raised,it,0,8263
York,raised,prime,0,8264
York,raised,lending,0,8265
York,raised,rate,0,8266
Detroit,increased,prime,0,8267
Detroit,increased,rate,0,8268
Detroit,increased,effective,0,8269
Detroit,increased,pct,0,8270
Rostenkowski,be,reluctant,4,8271
Bank,has,it,0,8272
Bank,has,prime,0,8273
Bank,has,rate,0,8274
Bank,has,effective,0,8275
CCC INTEREST RATE,IS,SIX PCT,0,8276
USDA Commodity Credit Corporation interest rate,will carry,U,0,8277
USDA Commodity Credit Corporation interest rate,will carry,six pct ionterest rate,0,8278
PROVIDENT NATIONAL,LIFT,PRIME Security Pacific National Bank,0,8279
PACIFIC,is,0,0,8280
Provident,said,prime,0,8281
Provident,said,lending,0,8282
Provident,said,rates,0,8283
NATIONAL,is at,BANK,0,8284
U,is,MAJOR,0,8285
UNION BANK,RAISES ITS PRIME RATE TO,7,0,8286
UNION BANK,RAISES,ITS PRIME RATE,0,8287
DECLINES,is IN,U,7,8288
U,has,DECLINES,7,8289
DECLINES,is at,U,7,8290
WORLD RECESSION,is,unlikely year as fiscal policy in most industrialized countries,7,8291
fiscal policy,is in,most industrialized countries,7,8292
DEUTSCHE 'S HERRHAUSEN A world recession,is unlikely at_time,year,7,8293
unlikely year,is supporting,economy,7,8294
WORLD RECESSION,is,unlikely year as policy in industrialized countries,7,8295
DEUTSCHE 'S HERRHAUSEN A world recession,is,unlikely year as fiscal policy in industrialized countries,7,8296
WORLD RECESSION,is,unlikely year as policy in most industrialized countries,7,8297
WORLD RECESSION,is unlikely at_time,year,7,8298
DEUTSCHE 'S HERRHAUSEN A world recession,is,unlikely year as policy in most industrialized countries,7,8299
WORLD RECESSION,is,unlikely year as fiscal policy in industrialized countries,7,8300
WORLD RECESSION,is,unlikely year,7,8301
DEUTSCHE 'S HERRHAUSEN A world recession,is,unlikely year as policy in industrialized countries,7,8302
DEUTSCHE 'S HERRHAUSEN A world recession,is,unlikely year as fiscal policy in most industrialized countries,7,8303
WESTPAC,is IN,N,0,8304
N,has,WESTPAC,0,8305
WESTPAC,is at,N,0,8306
JAPAN,is at,DUTIES,4,8307
DUTIES,DENIES,CHOCOLATE,4,8308
DUTIES,DENIES,agricultural,4,8309
DUTIES,DENIES,officials,4,8310
February,is,German,0,8311
INDUSTRIAL OUTPUT,RISES,3,0,8312
OUTPUT,RISES,3,0,8313
GERMAN INDUSTRIAL OUTPUT,RISES,3,0,8314
GERMAN OUTPUT,RISES,3,0,8315
FRANCE,has,BANK,0,8316
FRANCE,is at,BANK,0,8317
France,is,liquidity,0,8318
France,is,first,0,8319
France,is,category,0,8320
France,is,paper,0,8321
TAIWAN DOLLAR,CAUSES,FOREIGN RESERVES,0,8322
RISING TAIWAN DOLLAR,CAUSES,RESERVES,0,8323
TAIWAN DOLLAR,CAUSES,RESERVES,0,8324
RISING TAIWAN DOLLAR,CAUSES,FOREIGN RESERVES,0,8325
DOLLAR,CAUSES,RESERVES,0,8326
DOLLAR,CAUSES,FOREIGN,0,8327
DOLLAR,CAUSES,reserves,0,8328
DOLLAR,CAUSES,foreign,0,8329
Reserve Bank,said in,statement,0,8330
LAWSON REMARKS,DASH,HOPES OF EARLY U,7,8331
LAWSON REMARKS,DASH,HOPES,7,8332
REMARKS,DASH,HOPES,7,8333
Bundesbank,leaves,credit policies,7,8334
credit,leaves,policies,7,8335
credit,leaves,unchanged,7,8336
spokesman,said in,answer,7,8337
spokesman,said in,answer to enquiries,7,8338
Government,prepare pump priming measures at,even cost,4,8339
Japan 's organisations,urged Government at_time,PACKAGE,4,8340
Government,prepare pump priming measures at,cost of shelving Prime Minister Yasuhiro Nakasone 's tax reforms,4,8341
Government,prepare pump priming measures at,cost of shelving Prime Minister Yasuhiro Nakasone 's planned tax reforms,4,8342
Japan 's economic organisations,urged Government at_time,ECONOMIC PACKAGE,4,8343
Japan 's leading economic organisations,urged Government at_time,DRASTIC PACKAGE,4,8344
Japan 's leading economic organisations,urged Government at_time,ECONOMIC PACKAGE,4,8345
Government,prepare pump priming measures at,cost of Prime Minister Yasuhiro Nakasone 's planned tax reforms,4,8346
Government,prepare pump priming measures at,cost of Prime Minister Yasuhiro Nakasone 's tax reforms,4,8347
Japan 's leading economic organisations,urged Government at_time,PACKAGE,4,8348
Government,prepare pump priming measures at,even cost of shelving Prime Minister Yasuhiro Nakasone 's planned tax reforms,4,8349
Government,prepare pump priming measures at,even cost of Prime Minister Yasuhiro Nakasone 's tax reforms,4,8350
Japan 's economic organisations,urged Government at_time,DRASTIC PACKAGE,4,8351
Government,prepare,pump priming measures,4,8352
Government,prepare pump priming measures at,even cost of shelving Prime Minister Yasuhiro Nakasone 's tax reforms,4,8353
Japan 's economic organisations,urged Government at_time,PACKAGE,4,8354
Japan 's leading economic organisations,urged Government at_time,DRASTIC ECONOMIC PACKAGE,4,8355
Government,prepare pump priming measures at,cost,4,8356
officials,involved,said,4,8357
Japan,has,leading economic organisations,4,8358
Japan 's leading organisations,urged Government at_time,DRASTIC PACKAGE,4,8359
Japan 's leading organisations,urged Government at_time,DRASTIC ECONOMIC PACKAGE,4,8360
Japan 's economic organisations,urged Government at_time,DRASTIC ECONOMIC PACKAGE,4,8361
Japan 's leading organisations,urged Government at_time,ECONOMIC PACKAGE,4,8362
Japan 's organisations,urged Government at_time,DRASTIC PACKAGE,4,8363
Japan 's organisations,urged Government at_time,ECONOMIC PACKAGE,4,8364
Japan 's organisations,urged Government at_time,DRASTIC ECONOMIC PACKAGE,4,8365
Government,prepare pump priming measures at,even cost of Prime Minister Yasuhiro Nakasone 's planned tax reforms,4,8366
Japan 's leading organisations,urged Government at_time,PACKAGE,4,8367
Government,prepare,drastic pump priming measures,4,8368
GROUPS,is,JAPANESE,4,8369
Japan,is,5,4,8370
GERMAN MARCH COST,CONFIRMED,cost of living,0,8371
GERMAN MARCH COST,CONFIRMED,cost,0,8372
DATA,CONFIRMED,cost,0,8373
DATA,CONFIRMED,unchanged,0,8374
DATA,CONFIRMED,living,0,8375
INDUSTRIAL OUTPUT,RISES,3,0,8376
OUTPUT,RISES,3,0,8377
GERMAN INDUSTRIAL OUTPUT,RISES,3,0,8378
GERMAN OUTPUT,RISES,3,0,8379
WESTPAC,is IN,N,0,8380
N,has,WESTPAC,0,8381
WESTPAC,is at,N,0,8382
JAPAN,has,BANK,7,8383
JAPAN,is at,BANK,7,8384
Japan,intervened,market,7,8385
Japan,intervened,dollars,7,8386
spokesman,said in,answer,7,8387
spokesman,said in,answer to enquiries,7,8388
JAPAN,WARNS OF,ANTI-U,4,8389
it,intervened on,exchange markets,0,8390
it,was,when reported by banks,0,8391
WEEK Weekly figures,published by,Bank,0,8392
BANK RISE,showed,its gross assets,0,8393
LATEST WEEK figures,published by,Bank of France,0,8394
LATEST WEEK Weekly figures,published by,Bank,0,8395
BANK RISE,showed,its gross foreign assets,0,8396
LATEST WEEK figures,published by,Bank,0,8397
BANK RISE,showed,its assets,0,8398
WEEK Weekly figures,published by,Bank of France,0,8399
BANK RISE,showed,its foreign assets,0,8400
LATEST WEEK Weekly figures,published by,Bank of France,0,8401
it,was reported by,banks,0,8402
it,intervened on,foreign exchange markets,0,8403
WEEK figures,published by,Bank,0,8404
WEEK figures,published by,Bank of France,0,8405
FRANCE,has,BANK,0,8406
FRANCE,is at,BANK,0,8407
BANK,LEAVES,INTERVENTION RATE UNCHANGED AT 7-3/4 PCT OFFICIAL BANK,0,8408
FRANCE,has,BANK,0,8409
BANK,is at,FRANCE,0,8410
PCT,LEAVES,OFFICIAL,0,8411
first category paper,is in,todays money market intervention,0,8412
BANK,LEAVES,INTERVENTION RATE UNCHANGED Bank of France,0,8413
BANK,LEAVES,INTERVENTION RATE UNCHANGED Bank,0,8414
FRANCE,has,BANK,0,8415
FRANCE,is at,BANK,0,8416
France,said,it,0,8417
France,said,intervention,0,8418
France,said,unchanged,0,8419
France,said,rate,0,8420
France,said,first,0,8421
France,said,pct,0,8422
Bank,raised,rate,0,8423
Bank,raised,prime,0,8424
Bank,raised,pct,0,8425
Bank,raised,effective,0,8426
Inc,raised,it,0,8427
Inc,raised,prime,0,8428
Inc,raised,interest,0,8429
Inc,raised,rate,0,8430
Inc,raised,effective,0,8431
Inc,raised,pct,0,8432
IMPORTANCE,TALKS,U,4,8433
YEUTTER,STRESSES,IMPORTANCE OF TRADE,4,8434
YEUTTER,STRESSES,IMPORTANCE,4,8435
EC,MUST EXPLAIN FARM POLICY TO,U,4,8436
EC,MUST EXPLAIN,FARM POLICY,4,8437
excessive internal demand,is in,Spanish economy,0,8438
SPAIN,has,BANK,0,8439
SPAIN,is at,BANK,0,8440
ECONOMY,GROW,growth,0,8441
ECONOMY,GROW,Canadian,0,8442
ECONOMY,GROW,trade,0,8443
ECONOMY,GROW,economic,0,8444
ECONOMY,GROW,picture,0,8445
ECONOMY,GROW,country,0,8446
ANZ BANK,CUT PRIME RATE TO,ANZA,0,8447
ANZ BANK,CUT,PRIME RATE,0,8448
ANZ BANK,CUT,AUSTRALIAN PRIME RATE,0,8449
ANZ BANK,CUT PRIME RATE TO,18 PCT Australia,0,8450
PRIME,CUT,RATE,0,8451
PRIME,CUT,PCT,0,8452
ANZ BANK,is IN,N,0,8453
ISSUES,issued,MORE,0,8454
ISSUES,issued,CERTIFICATES,0,8455
ISSUES,issued,DEPOSIT,0,8456
expansion,is expected as,result,4,8457
big expansion,is expected as,result of Prime Minister Ingvar Carlsson 's visit,4,8458
expansion,is expected as,result of Prime Minister Ingvar Carlsson 's visit to China,4,8459
big expansion,is in,bilateral trade,4,8460
expansion,is,expected,4,8461
big expansion,is expected as,result of Swedish Prime Minister Ingvar Carlsson 's visit,4,8462
big expansion,is expected as,result of Prime Minister Ingvar Carlsson 's visit to China,4,8463
big expansion,is expected as,result of Swedish Prime Minister Ingvar Carlsson 's visit to China,4,8464
big expansion,is expected as,result,4,8465
expansion,is expected as,result of Prime Minister Ingvar Carlsson 's visit,4,8466
big expansion,is,expected,4,8467
expansion,is expected as,result of Swedish Prime Minister Ingvar Carlsson 's visit,4,8468
expansion,is expected as,result of Swedish Prime Minister Ingvar Carlsson 's visit to China,4,8469
SOUTH MONEY SUPPLY FALLS,fell to,"33,463",0,8470
MONEY SUPPLY FALLS,fell,two pct,0,8471
KOREAN MONEY SUPPLY,FALLS IN,MARCH South Korea 's M 2 money supply,0,8472
SOUTH MONEY SUPPLY FALLS,fell,two pct,0,8473
KOREAN MONEY SUPPLY FALLS,fell to,"33,463",0,8474
MONEY SUPPLY FALLS,fell to,"33,463",0,8475
SOUTH KOREAN MONEY SUPPLY,FALLS IN,MARCH South Korea 's M 2 money supply,0,8476
MONEY SUPPLY,FALLS IN,MARCH South Korea 's M 2 money supply,0,8477
SOUTH MONEY SUPPLY,FALLS IN,MARCH South Korea 's M 2 money supply,0,8478
KOREAN MONEY SUPPLY FALLS,fell,two pct,0,8479
SOUTH KOREAN MONEY SUPPLY FALLS,fell,two pct,0,8480
SOUTH KOREAN MONEY SUPPLY FALLS,fell to,"33,463",0,8481
Centre,said in,its spring review,0,8482
INFLATION SEEN AT,is,SWISS likely,0,8483
1988 INFLATION SEEN AT,is,SWISS likely,0,8484
INFLATION SEEN AT,is,likely,0,8485
inflationary tendencies,is in,domestic economy,0,8486
1988 INFLATION SEEN AT,is,likely,0,8487
Belgian National Bank,cut,interest rates,0,8488
BELGIUM CUTS TREASURY CERTIFICATE RATES,cut,interest rates,0,8489
CERTIFICATE,cut,RATES,0,8490
economy ministry,said in,its bulletin,0,8491
Spain,has revised,some of its main economic targets,0,8492
economy ministry,said in,its monthly bulletin,0,8493
SPAIN,REVISES,TARGETS,0,8494
Spain,has revised,some its targets,0,8495
Spain,has revised,some its main targets,0,8496
Spain,has revised,some its main economic targets,0,8497
SPAIN,REVISES TARGETS FOR,1987,0,8498
Spain,has revised,some of its main targets,0,8499
Spain,has revised,some of its economic targets,0,8500
Spain,has revised,some of its targets,0,8501
Spain,has revised,some its economic targets,0,8502
SPAIN,REVISES,ECONOMIC TARGETS,0,8503
SPAIN,is at,TARGETS,0,8504
net currency reserves,rose in,fourth week,0,8505
net currency reserves,rose by,200 mln marks,0,8506
net currency reserves,rose to,82,0,8507
West German currency reserves,rose in,fourth week of March,0,8508
West German net currency reserves,rose in,fourth week of March,0,8509
GERMAN NET CURRENCY RESERVES,RISE,West German net currency reserves,0,8510
German net currency reserves,rose by,200 mln marks,0,8511
German currency reserves,rose to,82,0,8512
German currency reserves,rose in,fourth week,0,8513
West German net currency reserves,rose in,week,0,8514
German net currency reserves,rose in,fourth week of March,0,8515
NET CURRENCY RESERVES,RISE,currency reserves,0,8516
West German currency reserves,rose in,week,0,8517
West German net currency reserves,rose by,200 mln marks,0,8518
West German net currency reserves,rose to,82,0,8519
NET CURRENCY RESERVES,RISE,net currency reserves,0,8520
net currency reserves,rose in,week,0,8521
currency reserves,rose in,week,0,8522
net currency reserves,rose in,fourth week of March,0,8523
GERMAN NET CURRENCY RESERVES,RISE,German net currency reserves,0,8524
GERMAN NET CURRENCY RESERVES,RISE,West German currency reserves,0,8525
currency reserves,rose by,200 mln marks,0,8526
West German net currency reserves,rose in,fourth week,0,8527
net currency reserves,rose in,week of March,0,8528
West German currency reserves,rose to,82,0,8529
German net currency reserves,rose to,82,0,8530
German net currency reserves,rose in,week of March,0,8531
currency reserves,rose in,fourth week of March,0,8532
currency reserves,rose in,week of March,0,8533
West German net currency reserves,rose in,week of March,0,8534
German currency reserves,rose by,200 mln marks,0,8535
NET CURRENCY RESERVES,RISE,German net currency reserves,0,8536
GERMAN NET CURRENCY RESERVES,RISE,currency reserves,0,8537
currency reserves,rose to,82,0,8538
German currency reserves,rose in,fourth week of March,0,8539
German net currency reserves,rose in,fourth week,0,8540
NET CURRENCY RESERVES,RISE,West German currency reserves,0,8541
GERMAN NET CURRENCY RESERVES,RISE,German currency reserves,0,8542
German currency reserves,rose in,week,0,8543
German net currency reserves,rose in,week,0,8544
West German currency reserves,rose by,200 mln marks,0,8545
NET CURRENCY RESERVES,RISE,West German net currency reserves,0,8546
GERMAN NET CURRENCY RESERVES,RISE,net currency reserves,0,8547
NET CURRENCY RESERVES,RISE,German currency reserves,0,8548
currency reserves,rose in,fourth week,0,8549
West German currency reserves,rose in,fourth week,0,8550
German currency reserves,rose in,week of March,0,8551
West German currency reserves,rose in,week of March,0,8552
NET,is,GERMAN,0,8553
TOP DISCOUNT RATE AT UK BILL TENDER,RISES TO,9,0,8554
TOP,RISES,DISCOUNT,0,8555
RESERVES,SURGE IN,MONTH Canadian foreign reserve holdings,0,8556
FOREIGN RESERVES,SURGE IN,MONTH Canadian foreign reserve holdings,0,8557
CANADIAN FOREIGN RESERVES,SURGE IN,MONTH Canadian foreign reserve holdings,0,8558
CANADIAN RESERVES,SURGE IN,MONTH Canadian reserve holdings,0,8559
CANADIAN FOREIGN RESERVES,SURGE IN,MONTH Canadian reserve holdings,0,8560
CANADIAN RESERVES,SURGE IN,MONTH Canadian foreign reserve holdings,0,8561
RESERVES,SURGE IN,MONTH Canadian reserve holdings,0,8562
FOREIGN RESERVES,SURGE IN,MONTH Canadian reserve holdings,0,8563
MONEY SUPPLY,RISES IN,FOURTH QUARTER,0,8564
1986 Belgian total money stock,rose to,"1,140",0,8565
Belgian total money stock,rose to,"1,140",0,8566
BELGIAN MONEY SUPPLY,RISES IN,FOURTH QUARTER,0,8567
MONEY,is,BELGIAN,0,8568
DISCOUNT,is,AVERAGE,0,8569
BUNDESBANK GROSS RESERVES RISE,rose to,104,0,8570
BUNDESBANK GROSS RESERVES RISE,rose in,week,0,8571
Bundesbank,has,gross currency reserves,0,8572
BUNDESBANK GROSS RESERVES RISE,rose in,week of March,0,8573
BUNDESBANK GROSS RESERVES RISE,rose,300 mln marks,0,8574
BUNDESBANK GROSS RESERVES RISE,rose in,last week,0,8575
BUNDESBANK GROSS RESERVES RISE,rose in,last week of March,0,8576
currency,rose,reserves,0,8577
currency,rose,marks,0,8578
currency,rose,last,0,8579
currency,rose,week,0,8580
FHLBB,CHANGES,TERM DISCOUNT NOTE RATES,0,8581
FHLBB,CHANGES,SHORT TERM DISCOUNT NOTE RATES,0,8582
SPAIN,RAISES,CALL MONEY RATE TO 14,0,8583
TERM DISCOUNT NOTE RATES,said,its rates on term discount notes,0,8584
Student Loan Marketing Association,said,its rates on short term discount notes,0,8585
SHORT TERM DISCOUNT NOTE RATES,said,its rates on term discount notes,0,8586
TERM DISCOUNT NOTE RATES,said,its rates,0,8587
SHORT TERM DISCOUNT NOTE RATES,said,its rates on short term discount notes,0,8588
Student Loan Marketing Association,said,its rates on term discount notes,0,8589
Student Loan Marketing Association,said,its rates,0,8590
SHORT TERM DISCOUNT NOTE RATES,said,its rates,0,8591
TERM DISCOUNT NOTE RATES,said,its rates on short term discount notes,0,8592
FREDDIE MAC,ADJUSTS,SHORT TERM DISCOUNT RATES,0,8593
FREDDIE MAC,ADJUSTS,TERM DISCOUNT RATES,0,8594
Corp,adjusted,short,0,8595
Corp,adjusted,rates,0,8596
FHLBB,CHANGES,TERM DISCOUNT NOTE RATES,0,8597
FHLBB,CHANGES,SHORT TERM DISCOUNT NOTE RATES,0,8598
MONEY,FED,MARKET,0,8599
YEAR Portugal,has,Gross Domestic Product,0,8600
YEAR Portugal 's Product,grow at_time,year,0,8601
YEAR Portugal 's Gross Product,grow at_time,year,0,8602
YEAR Portugal 's Domestic Product,grow at_time,year,0,8603
same rate,is in,as 1986,0,8604
YEAR Portugal 's Gross Domestic Product,grow at_time,year,0,8605
Colombia,has,cost of living index,0,8606
INFLATION,is,COLOMBIAN,0,8607
their lowest point,is in,nine years,0,8608
CANADIAN MONEY SUPPLY M,FALLS IN,WEEK,0,8609
CANADIAN MONEY SUPPLY M 1,FALLS IN,WEEK,0,8610
CANADIAN MONEY SUPPLY M 1,FALLS,291 MLN DLRS,0,8611
CANADIAN MONEY SUPPLY M,FALLS,291 MLN DLRS,0,8612
MONEY,is,CANADIAN,0,8613
CANADIAN MONEY SUPPLY,FALLS IN,WEEK Canadian narrowly defined money supply M 1,0,8614
MONEY SUPPLY,FALLS IN,WEEK money supply M 1,0,8615
CANADIAN MONEY SUPPLY,FALLS IN,WEEK defined money supply M 1,0,8616
MONEY SUPPLY,FALLS IN,WEEK defined money supply M 1,0,8617
MONEY SUPPLY,FALLS IN,WEEK narrowly defined money supply M 1,0,8618
CANADIAN MONEY SUPPLY,FALLS IN,WEEK narrowly defined money supply M 1,0,8619
CANADIAN MONEY SUPPLY,FALLS IN,WEEK Canadian defined money supply M 1,0,8620
CANADIAN MONEY SUPPLY,FALLS IN,WEEK money supply M 1,0,8621
MONEY SUPPLY,FALLS IN,WEEK Canadian money supply M 1,0,8622
CANADIAN MONEY SUPPLY,FALLS IN,WEEK Canadian money supply M 1,0,8623
MONEY SUPPLY,FALLS IN,WEEK Canadian defined money supply M 1,0,8624
MONEY SUPPLY,FALLS IN,WEEK Canadian narrowly defined money supply M 1,0,8625
MONEY,is,CANADIAN,0,8626
WEEK,defined,Canadian,0,8627
WEEK,defined,money,0,8628
rise,is in,interest rates,7,8629
White House,reflected,market forces,7,8630
HOUSE,is,WHITE,7,8631
UK MINISTER,EASE TENSION WITH,JAPAN,4,8632
UK MINISTER,EASE,TENSION,4,8633
MINISTER,EASE,TENSION,4,8634
PROTECTIONISM MIGHT SPREAD World Bank President Barber Conable,expressed,concern,4,8635
trade protectionism,spread at,heart of new showdown between United States,4,8636
trade protectionism,spread at,heart,4,8637
trade protectionism,spread throughout,industrial world,4,8638
trade protectionism,spread at,heart of showdown between United States,4,8639
trade protectionism,spread at,heart of new showdown,4,8640
trade protectionism,spread at,heart of showdown,4,8641
trade protectionism,spread throughout,world,4,8642
Conable,expressed,concern,4,8643
Conable,expressed,trade,4,8644
Conable,expressed,new,4,8645
Conable,expressed,protectionism,4,8646
Conable,expressed,industrial,4,8647
Conable,expressed,heart,4,8648
TREASURY BALANCES,ROSE at,Federal Reserve,0,8649
TREASURY BALANCES,ROSE ON,FEB 27 Treasury balances,0,8650
TREASURY,is at,BALANCES,0,8651
BANK,LOWERS,CREDIT CARD RATE Bank of Montreal,3,8652
BANK,LOWERS,CREDIT CARD RATE Bank,3,8653
MONTREAL,has,BANK,3,8654
MONTREAL,is at,BANK,3,8655
Montreal,said,outstanding,3,8656
Montreal,said,interest,3,8657
rise,be,temporary,7,8658
week 's rise,be,blip,7,8659
week 's rise,be,temporary blip upwards,7,8660
week 's rise,is in,prime rates,7,8661
week 's rise,be,blip upwards,7,8662
week,has,rise in prime rates,7,8663
HE HOPES HIKE TEMPORARY Treasury Secretary James Baker,reiterated,his hope,7,8664
week 's rise,be,temporary blip,7,8665
HE HOPES PRIME HIKE TEMPORARY Treasury Secretary James Baker,reiterated,his hope,7,8666
meeting,maintain,degree,7,8667
PERU CONSUMER PRICES,RISE,5,0,8668
CONSUMER,RISE,PRICES,0,8669
HONG KONG BANKS,RAISE,ONE HALF POINT,0,8670
HONG KONG BANKS,RAISE,PRIME ONE HALF POINT,0,8671
BANKS,RAISE,PRIME,0,8672
BANKS,RAISE,HALF,0,8673
BANKS,RAISE,POINT,0,8674
INSTITUTE,SEES,W,0,8675
CHINA 'S EXCHANGE RESERVES FALL,totalled,10,0,8676
CHINA 'S FOREIGN EXCHANGE RESERVES FALL,totalled,10,0,8677
NATIONAL AUSTRALIA BANK,LOWERS,BENCHMARK PRIME National Australia Bank Ltd,0,8678
government,has,original forecast of eight pct,0,8679
KOREA,is,SOUTH,0,8680
ONE PCT,is IN,MARCH Swiss consumer prices,0,8681
same rise,is in,as year to February,0,8682
CONSUMER,is,SWISS,0,8683
prices,rose,same,0,8684
February,is,German,0,8685
GERMAN CAPITAL ACCOUNT,is IN,DEFICIT,7,8686
GERMAN CAPITAL ACCOUNT,recorded,outflow of 7,7,8687
CAPITAL ACCOUNT,recorded,net outflow,7,8688
DEFICIT,is IN,FEBRUARY West Germany,7,8689
CAPITAL ACCOUNT,recorded,net outflow of 7,7,8690
GERMAN CAPITAL ACCOUNT,recorded,net outflow of 7,7,8691
CAPITAL ACCOUNT,recorded,outflow of 7,7,8692
GERMAN CAPITAL ACCOUNT,recorded,net outflow,7,8693
CAPITAL ACCOUNT,recorded,outflow,7,8694
GERMAN CAPITAL ACCOUNT,recorded,outflow,7,8695
CAPITAL,is,GERMAN,7,8696
CAPITAL,is at,ACCOUNT,7,8697
